ra,dec,mag,pmra,pmdec,ci,spect,proper
0.437057,-39.649383,7.11,-39.8,-77.01,0.997,K0III/IV,
0.437915,3.825757,6.9,16.8,0.78,-0.128,B8,
0.438056,-42.305981,2.4,232.76,-353.64,1.083,K0III...,Ankaa
0.439375,-18.693632,6.24,21.65,-12.07,1.622,M1III,
0.439392,49.048991,6.94,-2.07,-6.46,1.294,K0,
0.443726,-0.049533,6.16,69.63,1.49,0.893,G8III,
0.444294,56.641207,6.58,14.85,0.05,0.021,B9V,
0.444985,-69.30711,6.98,54.31,-22.46,1.378,K4III,
0.451269,25.042067,6.66,102.06,-16.89,0.487,F7IV,
0.451509,-5.003805,7.05,10.02,-25.82,1.119,K0,
0.451924,-9.873035,7.29,-13.33,-29.41,0.931,G5,
0.452034,80.052141,6.53,23.37,-2.91,-0.083,B9,
0.452168,31.177142,7.35,0.34,-3.84,1.689,M1III:,
0.453458,49.985725,6.95,4.06,-1.89,-0.014,B9,
0.453488,25.578516,7.49,-28.23,-27.03,1.19,K3III,
0.454085,-25.54717,5.99,32.93,-15.26,1.022,K0III,
0.455628,2.814109,7.18,-9.33,-4.54,0.894,G4III,
0.456152,-28.24317,7.01,-25.57,-9.04,0.967,G8/K0III,
0.45863,16.025483,6.44,89.8,9.88,0.23,A5,
0.460437,-20.134524,6.78,59.55,4.96,0.261,A9V,
0.461225,-16.409443,7.2,199.44,33.27,0.498,F5/F6V,
0.461254,58.553911,7.47,3.61,1.39,0.043,B3V,
0.465472,-33.007167,4.86,-20.48,-50.39,1.634,M2/M3III,
0.466241,19.514039,6.4,-22.3,-17.33,0.99,K0,
0.466819,-11.658802,7.35,39.6,-16.09,1.205,M5III,
0.467475,17.893125,5.01,114.91,20.48,1.584,M3IIIvar,
0.469529,20.795955,7.48,-2.38,-7.27,1.585,K0,
0.470195,16.445065,6.05,18.37,-14.57,1.58,K5III,
0.470454,44.394452,5.18,84.1,-15.33,0.043,A2Vs,
0.470589,-29.040271,6.75,-44.83,-26.99,1.127,K1II,
0.472236,10.189848,6.05,32.79,-203.14,0.447,F6Vawvar,
0.472528,-20.335051,6.44,-118.11,-112.69,0.594,G3V,
0.474011,-29.284755,7.1,40.07,-43.96,0.5,F5V,
0.474027,-39.915002,5.42,135.95,-41.36,1.556,M0III,
0.474368,33.798924,7.13,-8.16,-17.79,1.018,K0,
0.474604,32.437745,6.87,-26.66,-19.52,0.106,A2p...,
0.475892,-11.237244,6.86,98.96,-10.24,0.535,F5,
0.47692,33.634041,7.47,26.98,7.16,1.47,K0,
0.478632,-50.532859,6.26,159.44,-5.33,1.09,K0III,
0.480764,-24.636676,7.14,11.46,3.49,0.318,A9V,
0.481733,57.209723,7.3,-7.85,-10.54,0.894,G8III-IV,
0.482406,36.899694,6.28,-4.42,-2.76,0.916,G5III,
0.4825,48.41371,7.04,-0.93,-3.36,1.617,M0,
0.486235,-11.598064,7.35,26.17,23.22,1.616,K5III,
0.489131,28.827785,7.34,50.14,1.83,1.474,K3III,
0.48976,-40.665431,6.82,22.13,-7.85,1.273,G8/K0III,
0.491488,-3.469277,6.95,37.84,4.49,1.307,K5,
0.492238,10.38722,7.29,37.61,15.41,1.183,K0,
0.49336,62.064152,7.0,54.36,-5.77,1.06,K2III,
0.494185,-2.840424,6.89,90.88,-40.26,1.457,K2,
0.496945,-32.115982,6.59,13.12,-22.97,1.351,K2/K3III,
0.497686,38.324144,7.47,-51.1,-85.51,0.544,F8,
0.497748,-14.864109,6.15,147.08,-33.98,0.388,F2/F3V,
0.498704,-1.117748,7.46,149.73,-79.45,0.353,F0,
0.500655,-3.957332,5.72,8.61,-14.51,1.545,M0III,
0.502045,29.751557,5.2,43.56,-57.18,0.271,A7III,
0.502413,4.860111,6.52,-18.62,14.5,0.453,F5,
0.504545,64.748976,7.27,26.37,-2.95,0.007,A0,
0.505088,15.795372,7.4,35.76,17.93,1.282,K0,
0.505534,59.977554,5.94,16.26,-3.94,-0.003,B9IIIn,
0.506293,-23.78768,5.17,-26.95,13.97,0.128,A3V,
0.507242,-48.21491,5.67,163.44,-87.3,0.367,F2V,
0.507729,-40.939586,6.18,-3.25,16.16,0.315,F2III,
0.508139,-39.518547,6.6,54.71,-77.88,1.141,K1III,
0.511313,-9.407754,7.43,-11.15,-14.9,1.567,M...,
0.511561,62.354003,7.39,2.58,-1.89,-0.013,B2V,
0.513098,16.037612,6.83,-29.98,-1.31,0.126,A0,
0.51511,77.019404,6.18,340.4,-34.36,0.883,K0IV,
0.516637,-10.0847,6.86,-28.76,-19.5,0.2,A3,
0.517367,50.254026,7.37,9.98,12.82,0.873,K0,
0.517758,55.702615,6.57,91.95,-84.87,1.154,G5,
0.520162,69.78526,7.37,297.68,-72.65,0.504,F8,
0.520252,43.946539,6.76,4.05,-5.09,-0.064,B8,
0.523594,-48.803514,4.76,140.74,19.47,0.018,A0V,
0.523635,38.980587,7.32,6.89,-6.13,0.11,A3,
0.52367,66.519617,6.18,19.38,-3.87,-0.1,B6V,
0.523787,33.581642,5.88,49.61,-16.26,1.133,K1III...,
0.525083,11.532215,7.18,-36.65,-40.49,0.275,A5,
0.52521,20.829507,7.17,30.43,-3.48,1.352,K4III,
0.52537,21.110249,7.48,20.55,5.72,1.606,K5,
0.525725,-62.958218,4.36,82.48,-54.37,-0.064,B9V,
0.525946,-62.965561,4.53,87.95,-45.79,0.147,A2V,
0.526691,16.020918,6.89,-3.35,-40.28,1.267,K0,
0.527042,9.161201,6.99,-13.55,-5.96,1.405,K2,
0.527986,-1.793667,7.07,18.48,-13.79,0.071,A0,
0.528105,52.839526,5.59,-55.33,-13.14,1.163,K2III,
0.528185,12.913503,7.25,-81.72,-157.66,0.906,K0,
0.528727,19.482031,7.44,-36.87,-24.46,0.955,G5,
0.529539,54.522289,4.74,40.78,-14.81,-0.098,B8Vn,
0.529817,45.926296,7.48,28.23,-31.69,1.104,G5,
0.530859,18.105333,7.22,55.93,-88.93,0.535,F5,
0.531912,19.642965,6.87,4.81,2.85,1.638,K5III,
0.534637,-18.221993,7.07,38.19,-26.0,1.245,K1/K2III,
0.536494,53.815104,6.94,-7.54,-2.82,1.522,K2,
0.537236,34.993886,6.74,11.43,-23.53,0.191,A5IV,
0.539385,58.338575,7.1,6.9,-27.33,0.377,F2,
0.539491,-24.646231,7.32,130.67,14.69,0.391,F3III/IV,
0.539939,6.955463,5.69,45.91,3.54,-0.014,B9.5V,
0.540777,43.494794,6.69,19.88,-9.59,-0.006,A1Vn,
0.541668,51.728256,6.94,-13.04,-2.53,1.101,K0,
0.542199,18.794882,6.79,-12.74,-77.91,1.54,K5,
0.542935,27.580759,6.68,-2.48,-7.53,0.084,A2IV,
0.543189,20.294316,5.38,136.81,-48.1,1.069,K0III,
0.544274,-25.359714,6.72,-5.78,-54.37,1.176,K0/K1III,
0.544317,23.193427,6.84,128.7,23.64,0.921,G8III-IV,
0.545334,38.843771,6.9,-17.84,-22.49,0.364,F0,
0.545512,-63.0315,5.07,86.15,-49.85,0.038,A0V,
0.546528,54.119948,6.91,75.05,-35.63,1.249,K2III,
0.546969,28.280241,6.26,-4.2,6.08,0.965,G8II,
0.548839,16.167235,6.9,48.48,27.17,0.508,F6III,
0.549997,62.931783,4.17,3.99,-2.1,0.13,B1Ia,
0.552879,54.894985,5.93,70.08,-39.36,1.037,K0III,
0.553134,-3.847856,7.36,-29.53,2.19,1.301,K0,
0.55329,-46.951798,7.47,35.72,-9.06,0.285,A8V,
0.55534,70.981843,6.41,35.38,-1.81,-0.007,A0Vn,
0.556463,-71.266246,6.11,73.49,-13.04,0.265,A7IV,
0.558094,-0.608808,7.18,-13.69,-23.04,0.338,A3,
0.558252,-55.328323,7.21,9.89,6.4,0.0,A1V,
0.559004,-38.113396,7.27,71.6,-23.94,0.609,G1V,
0.560095,-26.091818,7.29,-10.1,-5.69,1.462,K3/K4III,
0.561401,-29.558278,5.55,-27.91,-29.31,1.262,K1III,
0.56217,-35.002078,6.41,-60.33,-516.78,0.617,F8/G0V,
0.563336,-39.924596,7.42,26.49,8.2,-0.016,A0V,
0.565064,3.319865,7.47,-7.43,-17.63,0.94,G4III,
0.569665,10.2992,6.76,64.53,-156.44,0.949,G5,
0.572073,-42.431239,6.88,87.95,19.19,0.18,A5IV,
0.573583,66.750351,6.47,23.84,-0.28,-0.049,B9III,
0.573652,-45.42583,6.8,9.98,15.82,1.293,K3III,
0.574214,-6.503906,6.9,-72.45,-86.61,0.481,F2,
0.574374,-52.37309,5.57,227.8,38.21,0.472,F3IV-V,
0.574888,47.915542,7.38,397.41,59.85,0.549,F8,
0.574944,-4.546538,7.02,78.35,0.61,0.732,G0,
0.577063,67.516467,7.36,34.46,-0.92,0.183,A3,
0.577894,-37.996007,7.42,71.41,-2.03,1.132,K1III,
0.582046,13.371137,6.39,-74.19,-54.54,1.136,K0,
0.586005,36.832233,6.58,-20.36,-16.14,1.445,G8III-IV...,
0.586477,62.989381,7.26,-3.27,-1.15,0.566,F0,
0.587154,51.838221,7.37,51.84,-118.47,0.602,F8,
0.587466,-3.592846,5.2,407.68,-36.47,0.567,F8V...,
0.591416,54.2035,6.95,63.15,4.01,0.097,A2,
0.592454,-0.50561,5.94,143.36,-61.94,0.444,F5IV,
0.592591,-54.821873,6.04,22.48,-51.27,1.001,K0IV,
0.592843,-39.746292,7.45,116.1,-165.57,0.726,G8V,
0.593135,53.488911,7.27,-9.29,1.7,0.064,A0,
0.593659,67.92596,6.92,0.4,0.44,2.04,K2Ib-II,
0.594767,-48.000907,5.51,47.14,-101.4,0.461,F6V,
0.596859,49.02114,6.89,-1.15,-4.09,0.615,A2,
0.597255,16.569475,7.32,-35.78,-125.37,0.435,F2,
0.598557,13.207067,6.32,-133.16,-179.03,0.517,F7V,
0.600235,-59.71724,6.91,78.0,-18.45,0.368,F2V,
0.600515,-5.570721,6.72,225.69,-108.55,0.466,F5,
0.600877,-14.973035,6.45,-64.72,-59.19,1.063,K0III,
0.601848,38.25197,7.08,22.1,-10.71,1.641,M0III,
0.601906,-22.842333,6.06,-71.44,-50.35,0.297,A5m...,
0.602306,54.16845,5.08,22.98,-1.52,-0.098,B7III,
0.602724,24.02543,7.23,23.53,-3.13,1.092,K2III,
0.605583,27.254763,6.51,17.36,-11.67,-0.07,B8IIIMNp...,
0.605621,44.638892,7.31,16.71,-5.43,-0.058,B8,
0.607595,60.326215,5.78,3.05,-1.1,0.294,A4III,
0.610449,-65.124445,6.43,41.88,-8.54,1.26,K2/K3III,
0.610516,-49.132323,6.79,385.2,-132.44,0.639,G0/G1V,
0.612903,44.488587,5.14,-36.7,31.77,1.587,K5III,
0.612924,54.957369,6.77,-42.17,-11.5,1.419,K2,
0.613142,15.231725,5.89,0.91,-14.18,-0.146,B2.5IV,
0.613795,-76.30958,6.72,42.21,-3.87,0.394,F2/F3III,
0.61468,33.719344,4.34,15.23,-3.56,-0.123,B5V,
0.616188,53.896909,3.69,17.77,-9.15,-0.196,B2IV,Fulu
0.617102,55.217229,7.43,6.34,-13.42,1.266,K2,
0.618664,24.014136,6.18,-18.57,-46.04,1.17,K2III,
0.621206,58.016213,7.39,3.15,-2.89,-0.004,B9,
0.621617,11.436575,7.04,30.71,-7.08,0.325,A2,
0.621727,-54.393819,6.4,70.07,-3.79,0.995,K0II/IIICN,
0.622393,-24.767267,5.57,1422.09,-17.15,0.715,K1V+...,
0.622561,35.399501,5.45,-9.21,-3.57,0.886,G5III,
0.6229,-37.28808,6.99,547.87,-40.97,0.723,G8V,
0.624001,40.332378,6.85,-15.48,-1.3,0.021,A0,
0.625136,3.135351,6.43,90.32,-60.23,1.339,K4III,
0.627982,21.09973,6.84,72.34,-18.79,1.101,K1III,
0.629358,72.894853,6.96,8.29,-0.54,-0.005,B3,
0.634595,-0.503529,6.64,-41.51,-10.66,1.301,K2III,
0.635097,-41.592245,7.23,14.74,-1.99,0.667,F7IV/V,
0.635626,-66.042812,7.37,122.92,53.2,0.611,G0V,
0.637417,84.674977,7.11,-19.99,-17.89,0.554,F8,
0.638326,-73.962762,7.43,-127.24,-109.33,0.482,F5IV-V,
0.640937,-45.901309,7.41,-30.7,60.03,0.496,F6V,
0.642179,-20.296578,6.73,21.26,8.0,-0.129,Asp...,
0.642623,60.324782,6.77,-3.06,-1.38,1.725,K3Ib-II,
0.642602,29.311751,4.34,-229.41,-254.08,0.871,G5III...,
0.643367,-23.599234,7.11,-71.8,-39.5,0.423,F3IV/V,
0.644624,-73.137618,6.87,-19.33,5.5,0.114,A1m...,
0.644879,46.956799,6.72,-65.55,-12.43,0.96,G5,
0.646883,-25.107819,6.43,56.47,-21.72,1.482,K4III,
0.647017,59.826151,6.72,19.68,-4.13,-0.019,A0,
0.649308,26.323756,6.92,0.95,-20.6,1.383,K3III,
0.652748,49.354589,5.45,7.93,-2.74,1.644,K5III,
0.653133,-57.967861,6.81,67.71,-30.42,0.471,F5IV/V,
0.653684,3.133923,7.34,781.34,296.76,0.633,G2V,
0.655462,30.861024,3.27,115.38,-83.05,1.268,K3III...,
0.656063,21.250472,5.88,-461.07,-370.88,0.85,K0V,
0.660625,-85.700874,6.81,173.24,-12.36,1.26,K5III,
0.661306,11.532281,7.43,158.48,-11.77,0.538,F8,
0.662114,-11.150781,6.83,-58.49,-123.93,0.432,F5,
0.663247,82.493762,6.38,-113.67,77.23,0.551,F6V:,
0.664428,-44.796293,6.0,42.69,16.74,1.142,K1IIICN...,
0.665436,21.438495,5.36,28.46,-28.51,1.16,F3V...,
0.666051,-33.961449,6.68,330.05,-108.27,0.519,F7V,
0.666521,76.871135,6.73,3.48,-14.42,1.199,K0,
0.672167,24.053897,7.21,39.16,6.39,0.19,A3,
0.672229,59.464224,7.04,29.56,-37.72,1.122,K0IIIp,
0.673448,-7.656663,7.43,129.01,-101.22,0.571,F8,
0.673659,-59.454604,5.89,883.26,443.01,0.564,G1V,
0.673557,59.513807,7.26,-1.02,-3.79,1.92,K5III,
0.673787,70.708233,7.3,-5.15,-16.44,0.026,A0,
0.674606,-16.516676,6.49,41.94,-32.25,0.91,G8III,
0.675075,-55.511476,7.49,52.94,24.16,1.38,K3IIICN...,
0.675116,56.537331,2.24,50.36,-32.17,1.17,K0II-IIIvar,Schedar
0.675771,-23.804876,6.14,635.49,-363.28,0.718,G3/G5V,
0.675927,-29.420859,6.75,17.19,8.14,0.996,K0III,
0.678437,-4.351841,5.9,-15.29,-14.48,1.091,K0III,
0.679856,-7.232606,7.02,0.64,-91.59,0.62,G0...,
0.680335,40.187173,7.36,355.69,-668.91,0.937,K2V,
0.680981,-53.209917,7.37,112.6,-47.59,0.539,F7V,
0.683116,21.020451,7.05,9.79,-11.74,1.05,K1III,
0.684837,57.171574,7.44,40.42,7.92,0.122,Am,
0.68533,39.458664,5.3,-14.37,-3.02,0.891,G8III,
0.686632,9.355058,6.52,-122.64,-103.11,0.528,F5,
0.686867,52.197666,6.74,-36.37,-27.92,0.072,A0,
0.688766,-46.085007,4.59,-28.92,1.04,0.953,G8III,
0.692908,-25.196563,6.55,-5.1,-43.38,1.244,K1/K2III,
0.692933,65.868215,6.95,71.95,-60.45,0.579,F8,
0.693343,24.629008,6.06,104.68,-23.4,0.298,A7m,
0.69621,-56.501315,5.72,90.15,57.28,0.131,Ap,
0.699309,-43.12482,7.06,42.46,-2.59,0.365,G8II/III,
0.699387,59.914714,7.42,-2.31,1.26,0.279,A3,
0.700397,40.688258,7.03,-9.53,-62.51,0.452,F5,
0.700953,66.147592,5.83,-9.79,-8.55,1.042,G9III-IV,
0.701081,50.512526,4.8,12.32,-6.48,-0.105,B2.5V,
0.704045,-11.804869,6.78,90.41,-28.66,1.348,K3III,
0.706071,43.937378,7.33,1.3,-25.51,1.043,K0,
0.707869,-65.46803,5.38,54.11,41.12,0.515,F6V,
0.708046,27.642911,7.2,29.86,-10.46,0.343,F0,
0.708618,58.753411,6.18,29.43,-8.47,-0.004,B9.5III,
0.710427,-36.022156,7.07,8.09,11.22,1.605,M1III,
0.710553,52.337154,6.94,-5.56,-3.25,0.059,B1III,
0.711117,71.365895,7.22,21.08,-4.93,0.019,A0...,
0.711485,-65.608495,7.01,42.0,-4.0,0.192,A6V,
0.711609,-60.262807,5.99,263.68,-51.74,1.318,K5III,
0.711914,-38.463483,6.05,2.49,-6.25,-0.024,B9.5V,
0.713225,30.102583,7.37,-13.36,-33.56,1.077,K2II-III,
0.713603,45.929529,7.06,-28.81,-12.88,1.52,K5III,
0.713907,64.29128,7.28,-2.61,-0.69,0.637,A1Ia,
0.714095,-9.921691,6.63,-26.97,-21.33,0.529,F8,
0.714653,16.662464,6.56,-33.2,-84.12,1.181,K0,
0.717176,-3.856265,7.22,65.98,1.04,0.435,F2,
0.721525,-45.181336,6.98,31.67,4.36,1.046,K0III,
0.721903,-6.336802,7.42,32.83,1.49,1.333,K0,
0.722567,-57.46306,4.36,-5.16,15.5,0.024,A0IV,
0.724466,47.024546,4.95,-24.52,-37.16,0.17,A5V,
0.72649,-17.986605,2.04,232.79,32.71,1.019,K0III,Diphda
0.73058,-12.011813,6.01,-0.84,-207.83,1.107,K1III,
0.731185,33.310715,6.92,1.04,12.9,0.311,A5,
0.733159,49.070439,7.1,-1.53,-1.22,1.05,K0,
0.734166,70.823426,6.75,-12.68,-22.4,0.921,K0,
0.736457,46.235555,7.49,68.32,-25.59,0.475,F5,
0.7365,-10.60955,4.77,-6.96,-113.88,0.998,K0IIIvar,
0.736683,-38.421686,5.9,247.02,120.68,1.144,K1III,
0.737329,-49.385893,6.86,36.57,-0.44,0.139,A3V,
0.740612,47.863984,5.66,-39.77,8.54,-0.113,B5V...,
0.742107,-62.497591,6.06,103.16,6.29,0.446,F5III/IV,
0.743154,-78.082189,6.61,14.96,-6.52,1.079,K0III,
0.743663,40.679363,7.18,9.12,-15.05,1.613,M2e,
0.744205,-65.649522,6.55,157.92,-742.38,0.655,G3V,
0.74542,48.284364,4.48,17.79,-7.62,-0.069,B5III,
0.745666,-22.006135,5.22,-66.07,81.15,0.35,F0V,
0.746639,67.158181,6.9,217.29,-57.56,0.492,F8,
0.748511,-63.19662,6.94,13.14,-38.68,1.504,K4II/IIICNV:,
0.749187,-42.676558,5.94,-89.06,-96.11,0.297,A7V,
0.749876,-12.144344,7.24,-6.14,-14.58,1.059,K0III,
0.749959,-53.714895,6.15,223.4,2.2,0.524,F7III,
0.750668,62.528604,6.62,7.81,-2.26,1.33,K0,
0.751102,75.937798,7.19,389.21,-94.67,0.76,G5,
0.753044,0.25328,7.01,263.71,-52.28,0.537,F8,
0.753563,23.590788,7.4,-1.3,-7.04,0.001,B8,
0.754774,55.221396,5.41,-28.35,-5.34,0.022,A2Vs,
0.756702,-4.62916,6.15,37.13,37.65,1.652,M0III,
0.757969,-12.88081,6.15,-32.25,-205.68,0.603,G2V,
0.760862,74.988073,5.64,-14.93,-21.86,0.078,A2IV,
0.761585,-16.42422,6.47,12.04,-6.07,0.314,F0IV,
0.76265,-47.551985,5.8,183.96,78.36,0.635,G5IV,
0.762764,56.774887,6.95,1.71,-3.9,0.414,F2Iab:,
0.76292,26.17304,7.41,0.18,-1.92,1.52,K5II,
0.766453,-16.652551,7.27,48.93,22.87,0.448,F3/F5V,
0.769669,44.861497,6.03,17.64,-4.56,-0.063,B9.5IIIMNp.,
0.769929,-22.522097,5.49,197.14,-12.25,0.978,G8/K0III,
0.770847,55.305381,6.51,9.85,-4.38,0.181,A2III,
0.77343,30.942642,7.15,-20.18,-64.85,0.964,K1III,
0.773706,-57.927642,7.23,87.25,-6.54,1.17,K1III,
0.774177,30.951566,7.34,-42.0,-29.28,1.122,K3III,
0.775822,15.475504,5.36,-29.45,-44.22,1.559,M4III,
0.776467,-58.04853,7.39,17.42,1.94,1.564,M1III,
0.777021,-30.190936,6.81,-23.76,-3.06,1.225,K2III,
0.777166,46.893784,6.86,39.11,6.13,1.2,K0,
0.777313,69.325408,6.39,166.87,15.31,0.424,F3V,
0.778462,59.574539,6.41,-5.89,-0.88,1.081,G0Ib,
0.779121,21.624329,6.95,55.26,-19.7,0.561,F8IV,
0.781041,46.363614,7.48,-25.07,-22.24,0.717,G5,
0.783738,11.973849,5.51,53.83,-35.12,0.987,G8II,
0.787118,19.578702,6.11,107.75,6.66,0.27,F0Vn,
0.788981,24.267178,4.08,-101.23,-81.89,1.1,K1II,
0.789898,6.740956,5.98,14.42,-10.26,0.941,G8III,
0.793583,-2.321864,7.17,11.77,5.04,1.537,M1III,
0.7948,-31.352965,7.09,13.83,-6.81,1.394,K2III,
0.795339,-18.061339,5.7,30.18,34.4,1.3,K3III,
0.795837,26.291654,6.93,99.22,11.38,1.085,K0III,
0.796119,74.847573,5.42,15.03,-5.94,-0.066,B8III,
0.798562,20.925346,6.51,160.09,14.46,0.521,F8V,
0.79973,51.444753,6.86,-4.48,-11.75,0.1,A0,
0.800296,-21.722492,5.57,24.99,-7.23,-0.058,B9V,
0.802487,72.674482,5.86,133.71,9.87,1.01,K0IV,
0.803241,65.11961,6.91,25.78,-11.59,0.95,G5,
0.804836,7.299928,5.92,111.61,3.41,1.104,G8III,
0.806382,5.280615,5.74,758.04,-1141.22,0.89,K2V,96 G. Psc
0.809777,-74.923438,5.09,133.21,-34.59,1.345,K5III,
0.811373,7.585079,4.44,83.14,-50.48,1.5,K5III,
0.811417,52.100811,6.82,3.77,-13.35,0.844,F8,
0.811462,-28.495431,6.78,85.66,-54.88,0.348,F0V,
0.812947,78.467251,7.11,22.78,-19.3,0.972,K0,
0.813892,50.968168,4.9,30.28,-9.82,-0.091,B9III,
0.815758,-46.697648,6.28,-10.56,20.81,0.897,G8III,
0.816308,16.940644,5.07,-2.33,-201.57,0.502,F8V...,
0.817961,14.809203,6.95,0.81,1.66,1.519,K5,
0.81826,57.815187,3.46,1087.11,-559.65,0.587,G0V SB,Achird
0.818392,-21.151134,7.04,-24.22,-33.53,0.907,K0/1III +G,
0.819358,28.719274,7.18,6.67,-13.33,0.932,G8III,
0.82052,57.07502,7.12,-2.25,-6.14,1.722,M2III,
0.82054,-24.136672,5.9,77.47,-59.62,0.944,K0III,
0.821154,41.081762,7.06,-8.69,-22.79,1.018,G5,
0.823782,-13.561274,5.59,103.34,-105.83,1.325,K3III,
0.824094,-23.212483,7.15,516.74,119.52,0.769,G8/K0V,
0.825315,46.510961,7.18,67.02,15.97,1.019,K0,
0.825953,-23.362144,6.27,-12.25,-14.18,0.132,A3IV,
0.827007,47.763927,6.66,-50.62,-25.29,0.277,A2,
0.830234,41.078911,4.53,22.68,-18.05,-0.136,B5V SB,
0.831433,27.710286,5.55,86.54,-10.2,0.398,F5III+...,
0.831932,-0.224138,6.64,24.14,-8.64,1.37,K0,
0.832296,-57.386246,7.19,-21.75,1.15,1.558,M4III,
0.832928,34.974176,7.26,-62.5,-17.52,0.609,F5,
0.83396,70.774166,6.9,17.82,-3.89,-0.055,B9,
0.834379,-43.394921,6.49,13.43,9.7,0.286,A9/F0III,
0.834625,81.967228,7.38,-2.68,-3.26,1.084,G5,
0.835443,-10.644326,5.17,-224.67,-228.44,0.514,F7IV-V,
0.837425,28.368984,7.23,-43.25,-25.66,1.096,K1III,
0.838403,45.002258,6.13,60.72,6.93,0.043,A0p...,
0.844049,25.584931,7.21,-15.6,-12.76,0.903,G8III,
0.844768,-50.986816,5.24,62.99,44.67,0.356,F2III,
0.845442,64.247549,5.35,29.39,-12.85,0.528,A4V comp SB,
0.847896,-71.151433,6.86,-12.77,38.31,0.447,F5V,
0.848913,77.953527,6.76,75.17,-13.73,0.274,A5,
0.849263,51.508032,6.38,137.97,-0.49,0.307,F2IV,
0.853013,-5.039278,6.98,262.27,-119.18,0.663,G0,
0.853406,38.042206,7.15,28.23,-44.14,1.345,K0,
0.854551,61.805494,6.04,-2.03,-1.87,1.88,K5Ib,
0.85509,3.38502,6.39,22.13,-63.64,1.069,K0III,
0.85552,-9.405543,6.89,-23.24,9.08,0.49,F2,
0.856135,-38.52883,7.14,18.67,-34.04,0.593,G1V,
0.856919,32.657075,7.28,-101.64,-87.59,0.559,F8,
0.857203,63.781169,6.87,-1.37,-0.93,0.494,B5Ia,
0.858372,41.231859,7.26,13.38,0.34,-0.022,A0,
0.85908,-3.143125,7.25,17.18,-7.2,0.122,A0,
0.859386,51.571427,6.22,-3.2,-10.96,0.032,B9.5V,
0.859691,12.78477,6.7,85.2,-21.95,0.339,F0,
0.860276,22.623442,7.14,11.01,2.43,1.028,K0III,
0.860366,-8.81834,7.23,35.08,3.87,1.422,K0,
0.863071,48.05657,7.49,-5.53,-4.95,1.103,K0,
0.86449,-43.70903,6.89,30.29,3.36,0.362,F2/F3V,
0.865135,50.774636,7.4,13.75,-17.23,1.087,G5,
0.865859,33.889981,6.87,-2.39,-21.59,1.375,K2,
0.870226,-22.617256,7.13,-110.92,-204.39,0.53,G0V,
0.873477,-69.503764,6.67,3.81,-68.87,0.518,F7IV/V,
0.874493,21.409939,7.28,62.44,-62.98,0.493,F7V,
0.874686,13.64878,7.38,15.03,-14.96,0.077,A0,
0.877223,45.133404,7.44,-3.48,-24.53,1.534,M...,
0.877951,-24.005844,5.47,37.32,33.58,1.275,K1III,
0.87795,-21.438666,7.44,29.5,-56.58,1.633,K2/K3IIICNp,
0.879229,68.865801,7.2,3.51,-3.66,0.1,A2,
0.881047,40.24557,6.76,-91.08,52.37,0.595,G0,
0.881493,38.548831,6.7,26.31,-10.15,0.028,A2V,
0.883471,-1.14426,4.78,6.49,-16.29,1.55,M0III,
0.883633,-30.356915,7.15,620.5,31.31,0.936,K2V,
0.884511,61.12397,4.8,-68.45,169.72,0.54,F8V,
0.884893,57.219151,7.26,11.94,-13.1,-0.026,B9,
0.885491,30.349217,7.27,22.41,-6.73,1.498,K3III,
0.886793,-24.776876,6.44,104.49,39.95,0.439,F3V,
0.888359,19.76649,7.42,127.58,-25.0,0.362,F3IV-V,
0.888716,49.655639,7.11,11.48,-5.33,-0.015,B8,
0.888747,4.086225,7.2,-40.23,-30.52,0.362,F0,
0.889525,69.956108,7.08,15.18,7.91,1.481,M...,
0.891173,37.418209,6.07,11.25,-44.41,1.139,K3III:,
0.89329,29.080226,7.33,-16.55,-2.94,0.121,A2,
0.893604,29.489305,6.7,-2.83,-47.85,0.872,K0III,
0.893839,-62.871352,5.73,74.42,0.65,1.574,M4III,
0.89459,43.363391,7.19,282.48,-129.39,0.622,G0,
0.894815,-4.525588,6.53,99.84,-3.63,0.991,G5,
0.89505,-13.92027,7.48,34.97,5.0,0.944,G8III/IV,
0.896547,52.689293,6.27,75.18,-21.03,0.191,A5m,
0.897126,28.558215,7.33,28.48,-20.61,1.033,K1III,
0.899747,-48.791356,6.82,81.1,8.1,0.962,G8III,
0.900108,25.488271,7.26,84.74,7.34,1.061,K0III,
0.901396,57.014109,7.41,28.25,-8.22,0.38,F0,
0.901683,66.435547,7.05,58.87,7.37,0.402,F0,
0.902768,32.88841,7.22,0.61,-13.84,1.542,K2,
0.904152,-57.403107,7.33,1.06,2.43,1.036,G6/G8II/III,
0.904887,-8.740662,6.15,16.98,-47.34,0.911,G5IV,
0.90833,56.319584,7.16,68.48,-17.69,0.29,A5,
0.909785,19.188417,5.8,11.05,-7.69,-0.016,A1Vn,
0.914667,83.707435,5.59,62.0,-10.71,0.105,A4V,
0.916139,23.628335,5.46,137.06,-45.58,1.012,K1IV,
0.916228,-45.219942,7.43,-17.57,-19.38,1.061,K2III,
0.916467,24.10027,7.41,-184.14,-179.7,0.652,G5,
0.916551,-74.302356,6.68,125.74,114.51,0.987,K0IV,
0.916715,58.972698,4.83,-32.24,-40.69,1.216,K2III,
0.916751,-69.527084,5.45,7.92,-43.35,1.095,G7III,
0.918114,48.67852,6.28,-23.51,-11.56,1.681,M2.5IIIa,
